Electorate,PollingPlaceName,VenueName,Address,Locality
Gembrook,Pakenham Hills,Pakenham Hills Primary School,15 Kennedy Rd       ,Pakenham
Gembrook,Pakenham Lakeside,Pakenham Lakeside Primary School,23 Shearwater Drive       ,Pakenham
Gembrook,Pakenham Upper,Pakenham Upper Public Hall,Bourkes Creek Rd       ,Pakenham Upper
Gembrook,Timbarra,Timbarra P-9 College,Parkhill Drive        ,Berwick
Gembrook,Toomuc Valley,Toomuc Valley Public Hall,650 Leppitt Rd       ,Pakenham
Gippsland East,Bairnsdale,St Mary's Parish Centre - Bairnsdale,23 Pyke St       ,Bairnsdale
Gippsland East,Bairnsdale East,Bairnsdale Early Learning Centre,70-78 Lucknow St       ,East Bairnsdale
Gippsland East,Bairnsdale West,Bairnsdale West Primary School,Wallace St        ,Bairnsdale
Gippsland East,Benambra,Benambra Public Hall,Gibbo St        ,Benambra
Gippsland East,Bendoc,Bendoc Public Hall,26 Dowling Rd       ,Bendoc
Gippsland East,Boisdale,Boisdale Public Hall,Maffra-Briagolong Rd        ,Boisdale
Gippsland East,Briagolong,Briagolong Mechanics Institute,9 Avon St       ,Briagolong
Gippsland East,Bruthen,Bruthen Mechanics Hall,Main St        ,Bruthen
Gippsland East,Buchan,Buchan Primary School,4 Dalley St       ,Buchan
Gippsland East,Bundalaguah,Bundalaguah Primary School,627 Maffra-Sale Rd       ,Bundalaguah
Gippsland East,Cann River,Cann River P-12 College,20-24 Tamboon Rd       ,Cann River
Gippsland East,Cobains,Cobains Primary School,3 Crofts Rd       ,Cobains
Gippsland East,Coongulla,Coongulla Hall,5 Gillum Rd       ,Coongulla
Gippsland East,Dargo,Dargo Public Hall,177 Lind Ave       ,Dargo
Gippsland East,Eagle Point,Eagle Point Primary School,43 School Rd       ,Eagle Point
Gippsland East,Ellaswood,Wy Yung Community Hall,248 Wy Yung - Calulu Rd    ,Ellaswood
Gippsland East,Ensay,Ensay Public Hall,Great Alpine Rd       ,Ensay
Gippsland East,Genoa,Genoa Community Hall,4644 Princes Hwy       ,Genoa
Gippsland East,Glenmaggie,Glenmaggie Mechanics Institute,21 Glenfalloch Rd       ,Glenmaggie
Gippsland East,Heyfield,Heyfield Memorial Hall,38 MacFarlane St       ,Heyfield
Gippsland East,Johnsonville,Johnsonville Public Hall,Princes Hwy        ,Johnsonville
Gippsland East,Lakes Entrance,Lakes Entrance Mechanics Institute,18 Mechanics St       ,Lakes Entrance
Gippsland East,Lakes Entrance East,St Brendan's Catholic Primary School,40 Golf Links Rd      ,Lakes Entrance
Gippsland East,Lindenow,Lindenow Pre-School,152 Main Rd       ,Lindenow
Gippsland East,Lucknow,Lucknow Memorial Hall,105 Great Alpine Rd      ,Lucknow
Gippsland East,Lucknow West,Lucknow Primary School,Balmoral Crescent        ,Eastwood
Gippsland East,Maffra,Maffra Uniting Church Hall,7 Pearson St       ,Maffra
Gippsland East,Mallacoota,Miva Miva Centre,corner Mallacoota Rd and Mattsson St    ,Mallacoota
Gippsland East,Marlo,Marlo Primary School,Jorgenson St        ,Marlo
Gippsland East,Meerlieu,Meerlieu Primary School,Bengworden Rd        ,Meerlieu
Gippsland East,Metung,St John's Anglican Church,corner Stirling Rd and King St    ,Metung
Gippsland East,Newlands Arm,Newlands Arm Community Centre,25 Meridan Way       ,Newlands Arm
Gippsland East,Newmerella,Newmerella Primary School,McLaughlins Rd        ,Newmerella
Gippsland East,Newry,Upper Maffra Mechanics Institute,139-141 Boisdale - Newry Rd     ,Newry
Gippsland East,Nicholson,Nicholson Recreation Rooms,1010 Princes Hwy       ,Nicholson
Gippsland East,Nowa Nowa,Nowa Nowa Community Health Centre,Hall Rd        ,Nowa Nowa
Gippsland East,Nungurner,Nungurner Primary School,455 Nungurner Rd       ,Nungurner
Gippsland East,Omeo,Soldiers Memorial Hall,179 Day Ave       ,Omeo
Gippsland East,Orbost,St James Anglican Parish Hall,corner Ruskin and Browning Streets     ,Orbost
Gippsland East,Paynesville,Paynesville Primary School,31-47 Ashley St       ,Paynesville
Gippsland East,Stratford,Stratford Mechanics Hall,Hobson St        ,Stratford
Gippsland East,Swifts Creek,Swifts Creek Hall,6869 Great Alpine Rd      ,Swifts Creek
Gippsland East,Tinamba,Tinamba CFA Complex,17-19 Traralgon-Maffra Rd       ,Tinamba
Gippsland East,Toorloo Arm,Toorloo Arm Primary School,315 Lake Tyers Beach Rd     ,Lake Tyers
Gippsland East,Valencia Creek,Valencia Creek Soldiers Memorial Hall,86 Valencia Creek-Briagolong Rd      ,Valencia Creek
Gippsland South,Alberton,Alberton Primary School,21 Thomson St       ,Alberton
Gippsland South,Arawata,Arawata Public Hall,371 Fairbank Rd       ,Arawata
Gippsland South,Bena,Bena Public Hall,41 Main Rd       ,Bena
Gippsland South,Berrys Creek,Berrys Creek Public Hall,20 Berrys Creek Rd      ,Berrys Creek
Gippsland South,Devon North,Devon North Public Hall,599 Tarra Valley Rd      ,Devon North
Gippsland South,Dumbalk,Dumbalk Public Hall,Farmers Rd        ,Dumbalk
Gippsland South,Fish Creek,Fish Creek Memorial Hall,Falls Rd        ,Fish Creek
Gippsland South,Foster,South Gippsland Secondary College,2 Pioneer St       ,Foster
Gippsland South,Golden Beach,Golden Beach Community Hall,43111 Surf Edge       ,Golden Beach
Gippsland South,Gormandale,Gormandale Mechanics Institute,corner Main St and Hyland Hwy    ,Gormandale
Gippsland South,Kilmany,Kilmany Public Hall,21 Freshwaters Rd       ,Kilmany
Gippsland South,Kongwak,Kongwak Primary School,1445 Wonthaggi-Korumburra Rd       ,Kongwak
Gippsland South,Koonwarra,Koonwarra Fire Station,Koonwarra - Inverloch Rd      ,Koonwarra
Gippsland South,Korumburra,St Paul's Anglican Parish Hall,5 Bridge St       ,Korumburra
Gippsland South,Leongatha,Dakers Centre,corner Smith and Watt Streets     ,Leongatha
Gippsland South,Leongatha East,Leongatha Secondary College,Nerrena Rd        ,Leongatha
Gippsland South,Leongatha South,Leongatha South and District Community Centre,Bass Hwy        ,Leongatha South
Gippsland South,Loch,Loch Public Hall,Smith St        ,Loch
Gippsland South,Loch Sport,Loch Sport Public Hall,National Park Rd       ,Loch Sport
Gippsland South,Longford,Longford Primary School,6380 South Gippsland Hwy      ,Longford
Gippsland South,Mardan,Mardan Public Hall,Coulters Rd        ,Mardan
Gippsland South,Meeniyan,Meeniyan Uniting Church Hall,Geale St        ,Meeniyan
Gippsland South,Mirboo North,Mirboo North Town Hall,30 Ridgway St       ,Mirboo North
Gippsland South,Mount Eccles,Mount Eccles Mechanics Institute,Mount Eccles Hall Rd      ,Mount Eccles
Gippsland South,Nambrok,Nambrok-Denison Primary School,947 Sale-Cowwarr Rd       ,Nambrok
Gippsland South,Nerrena,Nerrena Public Hall,Nerrena Hall Rd       ,Nerrena
Gippsland South,Nyora,Nyora Primary School,Grundy Ave        ,Nyora
Gippsland South,Poowong,Poowong Consolidated School,Main St        ,Poowong
Gippsland South,Port Albert,Port Albert Mechanics Institute,20 Victoria St       ,Port Albert
Gippsland South,Port Franklin,Port Franklin Public Hall,Tramway St        ,Port Franklin
Gippsland South,Rosedale,Rosedale Public Hall,37 Prince St       ,Rosedale
Gippsland South,Sale,Sale Memorial Hall,82-88 MacAlister St       ,Sale
Gippsland South,Sale East,Araluen Primary School,99 Patten St       ,Sale
Gippsland South,Sale North,Sale College Gymnasium Guthridge Campus,Guthridge Pde        ,Sale
Gippsland South,Sandy Point,T.P. Taylor Community Centre,Church Pde        ,Sandy Point
Gippsland South,Seaspray,Seaspray Public Hall,Futcher St        ,Seaspray
Gippsland South,Staceys Bridge,Staceys Bridge Public Hall,248 Albert River Rd      ,Staceys Bridge
Gippsland South,Stradbroke,Stradbroke Hall,4971 South Gippsland Hwy      ,Stradbroke
Gippsland South,Tarwin Lower,Tarwin Lower Mechanics Institute,27 Riverside Drive       ,Tarwin Lower
Gippsland South,Toora,Toora Community Hall,23 Gray St       ,Toora
Gippsland South,Welshpool,Welshpool Fire Station,40 Main St       ,Welshpool
Gippsland South,Won Wron,Won Wron Public Hall,Napier Rd        ,Won Wron
Gippsland South,Woodside,Woodside Public Hall,Woodside Beach Rd       ,Woodside
Gippsland South,Wurruk,Wurruk Primary School,13-19 Fisk St       ,Wurruk
Gippsland South,Yanakie,Yanakie Public Hall,Meeniyan-Promontory Rd        ,Yanakie
Gippsland South,Yarram,Yarram Guide and Scout Hall,80 Commercial Rd       ,Yarram
Hastings,Baxter,Baxter Primary School,120 Grant Rd       ,Baxter
Hastings,Bittern,Bittern Primary School,Portsmouth Rd        ,Bittern
Hastings,Blind Bight,Blind Bight Community Centre,Anchorage Drive        ,Blind Bight
Hastings,Cranbourne South,Cranbourne South Primary School,corner Pearcedale and Browns Roads     ,Cranbourne South
Hastings,Crib Point,Crib Point Primary School,Milne St        ,Crib Point
Hastings,Devon Meadows,Devon Meadows Community Hall,corner Worthing and Cross Roads     ,Devon Meadows
Hastings,Hastings,Hastings Public Hall,3 High St       ,Hastings
Hastings,Langwarrin,Elisabeth Murdoch College,80 Warrandyte Rd       ,Langwarrin
Hastings,Langwarrin Hall,Langwarrin Public Hall,Cranbourne - Frankston Rd      ,Langwarrin
Hastings,Langwarrin Park,Langwarrin Park Primary School,Northgateway         ,Langwarrin
Hastings,Pearcedale,Pearcedale Primary School,Baxter-Tooradin Rd        ,Pearcedale
Hastings,Somerville,Somerville Primary School,Eramosa Rd East       ,Somerville
Hastings,Somerville West,Somerville Rise Primary School,Blacks Camp Rd       ,Somerville
Hastings,Tooradin,Tooradin Primary School,Bayview Rd        ,Tooradin
Hastings,Tyabb,Tyabb Rail Primary School,88 The Crescent       ,Tyabb
Hastings,Westpark,Wallaroo Primary School,Stalwart Ave        ,Hastings
Hastings,Woodlands Primary,Woodlands Primary School,10 Gum Nut Drive      ,Langwarrin
Hawthorn,Auburn,Hawthorn Citizens Youth Club,241 Auburn Rd       ,Hawthorn
Hawthorn,Auburn North,Auburn Primary School,51 Rathmines Rd       ,Hawthorn East
Hawthorn,Auburn South,Auburn South Primary School,419 Tooronga Rd (access via Burgess Street)   ,Hawthorn East
Hawthorn,Burwood West,Melbourne Chinese Christian Church Hall,29 Summerhill Rd       ,Glen Iris
Hawthorn,Camberwell,Camberwell Primary School,290 Camberwell Rd (access via Reserve Road)   ,Camberwell
Hawthorn,Camberwell Middle,Camberwell Church of Christ,620 Riversdale Rd       ,Camberwell
Hawthorn,Camberwell South,Camberwell South Primary School,Peate Ave        ,Glen Iris
Hawthorn,Canterbury,Canterbury Girls Secondary College,Irilbarra Rd        ,Canterbury
Hawthorn,Canterbury South,Camberwell High School,Prospect Hill Rd       ,Camberwell
Hawthorn,Chatham South,Youth With A Mission,1 Kent Rd       ,Surrey Hills
Hawthorn,Glen Iris,St Oswald's Church Hall,96 High St       ,Glen Iris
Hawthorn,Glenferrie,Hawthorn Arts Centre (Chandelier Room),360 Burwood Rd       ,Hawthorn
Hawthorn,Glenferrie Central,Glenferrie Primary School,78-98 Manningtree Rd       ,Hawthorn
Hawthorn,Glenferrie South,Erasmus School,40 Lisson Grove       ,Hawthorn
Hawthorn,Hawthorn,Hawthorn Christ Church Memorial Hall,2 Denham St       ,Hawthorn
Hawthorn,Highfield,St Dominic's Parish Primary School,145 Highfield Rd       ,Camberwell
Hawthorn,Willison,St Dunstan's Anglican Church Hall,163 Wattle Valley Rd      ,Camberwell
Ivanhoe,Banyule,Banyule Primary School,Banyule Rd  (access via Lionel Street)   ,Rosanna
Ivanhoe,Eaglemont,East Ivanhoe Uniting Church South Hall,43196 King St       ,Ivanhoe East
Ivanhoe,Fairy Hills,Ivanhoe Grammar School (Buckley Hall),The Ridgeway        ,Ivanhoe
Ivanhoe,Golf Links,Golf Links Primary School,Interlaken Pde        ,Rosanna
Ivanhoe,Heidelberg,Our Lady of Mercy College,39 Yarra St       ,Heidelberg
Ivanhoe,Heidelberg West,St Pius X Parish Hall,419 Waterdale Rd       ,Heidelberg West
Ivanhoe,Ivanhoe,Ivanhoe Primary School,Waterdale Rd (access via Ailsa Grove)    ,Ivanhoe
Ivanhoe,Ivanhoe East,St George's Anglican Church,46 Warncliffe Rd       ,Ivanhoe East
Ivanhoe,Ivanhoe West,St Bernadette's School Hall,53 Stanley St       ,Ivanhoe
Ivanhoe,Macleod,Macleod College,Carwarp St        ,Macleod
Ivanhoe,Olympic Village,Olympic Leisure Centre,15 Alamein Rd       ,Heidelberg West
Ivanhoe,Rosanna,Rosanna Primary School,Grandview Grove        ,Rosanna
Ivanhoe,Streeton,Streeton Primary  School,209 Yallambie Rd       ,Yallambie
Ivanhoe,Viewbank,Viewbank Primary School,Nevin Pde        ,Viewbank
Ivanhoe,Waiora,Rosanna Baptist Church,5 Waiora Rd       ,Heidelberg Heights
Kew,Balwyn Central,Balwyn Church of Christ Hall,corner Whitehorse and Cherry Roads     ,Balwyn
Kew,Balwyn North,Balwyn North Primary School,corner Buchanan and Maud Streets     ,Balwyn North
Kew,Balwyn North Central,Belle Vue Kindergarten,49 Bulleen Rd       ,Balwyn North
Kew,Balwyn North West,Belle Vue Primary School,20 Highview Rd       ,Balwyn North
Kew,Balwyn West,Belmore School,49 Stroud St       ,Balwyn
Kew,Boroondara,Boroondara Park Primary School,Almond St        ,Balwyn North
Kew,Canterbury,Canterbury Girls Secondary College,Irilbarra Rd        ,Canterbury
Kew,Cotham,Genazzano College,301 Cotham Rd (access via Mont Victor Road)  ,Kew
Kew,Deepdene,Our Lady of Good Counsel,52 Deepdene Rd (access via Campbell Road)   ,Deepdene
Kew,Greythorn,Greythorn Primary School,Reading Ave        ,Balwyn North
Kew,Hyde Park,1st Kew Scout Hall,corner Willsmere Rd and Kellett Grove    ,Kew
Kew,Kew,Kew Primary School,Pakington St        ,Kew
Kew,Kew East,Kew East Uniting Church Hall,142 Normanby Rd       ,Kew East
Kew,Kew North,Kew East Primary School,35 Kitchener St       ,Kew East
Kew,Kew South,Trinity Grammar School,40 Charles St       ,Kew
Kew,Studley Park,Burke Hall (Xavier Prep School),Nolan Ave        ,Kew
Keysborough,Aspendale Gardens,Aspendale Gardens Primary School,96 Kearney Drive       ,Aspendale Gardens
Keysborough,Chapel,Sirius College - Keysborough Campus,139 Chapel Rd       ,Keysborough
Keysborough,Coomoora,Keysborough Primary School,33 Coomoora Rd       ,Springvale South
Keysborough,Dingley,Dingley Primary School,111-115 Centre Dandenong Rd      ,Dingley
Keysborough,Heatherhill,Heatherhill Primary School,959 Heatherton Rd       ,Springvale
Keysborough,Keysborough Park,Springers Leisure Centre,400 Cheltenham Rd       ,Keysborough
Keysborough,Kingswood,Kingswood Primary School,Plaza Crescent        ,Dingley Village
Keysborough,Loxwood,Resurrection Primary School,402 Corrigan Rd       ,Keysborough
Keysborough,Maralinga,Chandler Park Primary School - Maralinga Campus,9 Maralinga Ave       ,Keysborough
Keysborough,Noble Park,Noble Park Primary School,65 Buckley St       ,Noble Park
Keysborough,Noble Park South,Keysborough College-Acacia Campus,28 Isaac Rd       ,Keysborough
Keysborough,Southvale,Keysborough College - Banksia Campus,43332 Janine Rd       ,Springvale South
Keysborough,Springvale,Springvale Rise Primary School (Springvale Campus),355a Springvale Rd       ,Springvale
Keysborough,Springvale South,Athol Road Primary School (West Campus),159-167 Athol Rd       ,Springvale South
Keysborough,Wallarano,Wallarano Primary School,38-64 Wallarano Drive       ,Noble Park
Kororoit,Albanvale,Albanvale Primary School,Dover St        ,St Albans
Kororoit,Brookside,Brookside College,Federation Way        ,Caroline Springs
Kororoit,Cairnlea,Cairnlea Park Primary School,Carmody Drive        ,Cairnlea
Kororoit,Caroline Springs,Catholic Regional College - Caroline Springs Campus,10 College St       ,Caroline Springs
Kororoit,Creekside,Creekside College,The Crossing        ,Caroline Springs
Kororoit,Deer Park Central,Victoria University Secondary College (Deer Park Campus),88 Billingham Rd       ,Deer Park
Kororoit,Deer Park North,Deer Park North Primary School,18-36 Mawson Ave       ,Deer Park
Kororoit,Deer Park West,Deer Park West Primary School,Quinn St        ,Deer Park
Kororoit,Kings Park,Copperfield College - Kings Park Campus,Kambalda Circuit        ,Kings Park
Kororoit,Mount Derrimut,Derrimut Primary School,corner Lennon Parkway and Stirling Drive    ,Derrimut
Kororoit,Rockbank,Rockbank Primary School,97-105 Wescott Pde       ,Rockbank
Kororoit,Stevensville,Movelle Primary School,Gum Rd        ,Kings Park
Lara,Anakie,Anakie Community House,2115 Ballan Rd       ,Anakie
Lara,Avalon,Avalon Airport,80 Beach Rd       ,Lara
Lara,Bell Park,Bell Park North Primary School,16 Barton St       ,Bell Park
Lara,Bell Park South,Nelson Park School,26 Libau Ave       ,Bell Park
Lara,Bisinella,Bisinella Community Centre,75 Buckingham St       ,Lara
Lara,Corio,Hendy Street Hall (Corio Community Centre),26-28 Hendy St       ,Corio
Lara,Corio Central,Cloverdale Community Centre,167-169 Purnell Rd       ,Corio
Lara,Corio West,Northern Bay P-12 College - Goldsworthy Campus,43184 Goldsworthy Rd       ,Corio
Lara,Hamlyn Heights,Western Heights College Quamby Campus,19-35 Quamby Ave       ,Hamlyn Heights
Lara,Lara,Lara Community Centre,43354 Waverley Rd       ,Lara
Lara,Lara Central,Lara Hall,1B Flinders Ave       ,Lara
Lara,Lara Lake,Lara Lake Primary School,89 Forest Rd South      ,Lara
Lara,Norlane,Croatian Community Centre,172-178 Cox Rd       ,Corio
Lara,Norlane West,Northern Bay College - Peacock Campus,27-37 Peacock Ave       ,Norlane
Lara,North Shore,Northern Bay P-12 College - Tallis Campus,57 Tallis St       ,Norlane
Lara,Rollins,Rollins Primary School,Wolseley Grove (access via Ernest Street)    ,Bell Post Hill
Lara,St Helens,North Geelong Presbyterian Church,60 Victoria St       ,Rippleside
Lowan,Antwerp,Antwerp Public Hall,Antwerp-Woorak Rd        ,Antwerp
Lowan,Apsley,Apsley Hall,62 Wallace St       ,Apsley
Lowan,Balmoral,Balmoral Memorial Hall,26 Glendinning St       ,Balmoral
Lowan,Branxholme,Branxholme Hall,McNicol St        ,Branxholme
Lowan,Brim,Brim Memorial Hall,28A Swann St       ,Brim
Lowan,Byaduk,Byaduk Mechanics Institute,5748 Hamilton-Port Fairy Rd      ,Byaduk
Lowan,Casterton,Casterton Town Hall,67 Henty St       ,Casterton
Lowan,Cavendish,Cavendish Memorial Hall,Barker St        ,Cavendish
Lowan,Coleraine,Coleraine Primary School,124 Church St (access via McConchie Street)   ,Coleraine
Lowan,Dadswells Bridge,Dadswells Bridge Public Hall,5802 Western Hwy       ,Dadswells Bridge
Lowan,Dartmoor,Dartmoor Hall,Greenham St        ,Dartmoor
Lowan,Dergholm,Dergholm Hall,3502 Casterton-Apsley Rd       ,Dergholm
Lowan,Dimboola,Dimboola Uniting Church,17-19 Normanby St       ,Dimboola
Lowan,Dooen,Dooen Public Hall,1025 Henty Hwy       ,Dooen
Lowan,Dunkeld,Dunkeld Hall,Sterling St        ,Dunkeld
Lowan,Edenhope,Edenhope Mechanics Institute,76 Elizabeth St       ,Edenhope
Lowan,Glenthompson,Glenthompson Memorial Hall,13 McLennan St       ,Glenthompson
Lowan,Goroke,Goroke Memorial Hall,Main St        ,Goroke
Lowan,Halls Gap,Halls Gap Community Hall,115 Grampians Rd       ,Halls Gap
Lowan,Hamilton,Monivae College,Ballarat Rd        ,Hamilton
Lowan,Hamilton Central,Hamilton Senior Citizens Clubroom,100 Lonsdale St       ,Hamilton
Lowan,Hamilton North,Hamilton North Primary School,Andrews St        ,Hamilton
Lowan,Harrow,Harrow RSL Hall,Blair St        ,Harrow
Lowan,Haven,Haven Memorial Hall,4378 Henty Hwy       ,Haven
Lowan,Horsham East,Horsham C.W.A. Hall,37 McPherson St       ,Horsham
Lowan,Horsham North,Horsham North Primary School,2 B Rasmussen Rd      ,Horsham
Lowan,Horsham South,Green Park Kindergarten,20 Williams Rd       ,Horsham
Lowan,Horsham West,Horsham West Primary School,24 Hillary St       ,Horsham
Lowan,Jeparit,Jeparit Pre-School Centre,9 Hindmarsh St       ,Jeparit
Lowan,Jung,Jung Public Hall,28 Baker St       ,Jung
Lowan,Kaniva,Kaniva Wesley Hall,20-22 Baker St       ,Kaniva
Lowan,Laharum,Laharum Primary School,1574 Northern Grampians Rd      ,Laharum
Lowan,Lake Bolac,Lake Bolac College,90 Montgomery St       ,Lake Bolac
Lowan,Merino,Merino Consolidated School,49 Paschendale Rd       ,Merino
Lowan,Minimay,Minimay Soldiers Memorial Hall,591 Minimay Frances Rd      ,Minimay
Lowan,Minyip,Minyip Memorial Hall,52 Main St       ,Minyip
Lowan,Moyston,Moyston Hall,Brooke St        ,Moyston
Lowan,Murra Warra,Sailors Home Hall,2537 Blue Ribbon Rd      ,Murra Warra
Lowan,Murtoa,Murtoa Uniting Church Education Centre,62 McDonald St       ,Murtoa
Lowan,Natimuk,Natimuk Soldiers Memorial Hall,99 Main Rd       ,Natimuk
Lowan,Netherby,Netherby Hall,5 William St       ,Netherby
Lowan,Nhill,Nhill Uniting Church Hall,57 Victoria St       ,Nhill
Lowan,Noradjuha,Noradjuha Memorial Hall,Natimuk-Hamilton Rd        ,Noradjuha
Lowan,Patterson Park,Patterson Park Hall,194 King St       ,Hamilton
Lowan,Penshurst,Penshurst Memorial Hall,21 Martin St       ,Penshurst
Lowan,Pimpinio,Pimpinio Uniting Church Hall,47 Church St       ,Pimpinio
Lowan,Pomonal,Pomonal Hall,3360 Halls Gap-Ararat Rd      ,Pomonal
Lowan,Quantong,Quantong Community Centre,52 Chequer Rd       ,Quantong
Lowan,Rainbow,Rainbow Civic Centre,15 Federal St       ,Rainbow
Lowan,Riverside,Old School Park Reserve,158 Riverside Rd       ,Riverside
Lowan,Rupanyup,Rupanyup Senior Citizens Hall,21 Dyer St       ,Rupanyup
Lowan,Serviceton,Serviceton Uniting Church Hall,13 Elizabeth St       ,Serviceton
Lowan,Streatham,Streatham Public Hall,30 Campbell St       ,Streatham
Lowan,Tarrington,Lutheran School Hall,7901 Hamilton Hwy       ,Tarrington
Lowan,Tatyoon,Tatyoon Public Hall,Tatyoon Rd        ,Tatyoon
Lowan,Toolondo,Toolondo Recreation Reserve,2955 Natimuk-Hamilton Rd       ,Toolondo
Lowan,Warracknabeal,Warracknabeal Scout & Band Hall,45 Devereux St       ,Warracknabeal
Lowan,Willaura,Willaura Primary School,14 Warranooke St       ,Willaura
Lowan,Wonwondah North,Wonwondah North Public Hall,56 Wonwondah Hall Rd      ,Wonwondah North
Lowan,Yanac,Yanac Public Hall,Francis St        ,Yanac
Macedon,Blackwood,Blackwood Community Hall,Byres Rd        ,Blackwood
Macedon,Bolinda,Bolinda Primary School,1 Mullaleys Rd       ,Bolinda
Macedon,Bullengarook,Macedon Sunbury Specialist School,705 Bacchus Marsh Rd      ,Bullengarook
Macedon,Clarkefield,Clarkefield Primary School,1202 Lancefield Rd       ,Clarkefield
Macedon,Darraweit Guim,Darraweit Guim Primary School,2 Darraweit Valley Rd      ,Darraweit Guim
Macedon,Daylesford,Daylesford Primary School,102-128 Vincent St       ,Daylesford
Macedon,Drummond,Drummond Primary School,9 Lauriston Rd       ,Drummond
Macedon,Elphinstone,Elphinstone Recreation Reserve Hall,corner Sutton Grange Rd and Olivers Lane   ,Elphinstone
Macedon,Gisborne,Gisborne Primary School,35 Fisher St       ,Gisborne
Macedon,Gisborne South,Gisborne Secondary College,95 Gisborne-Melton Rd       ,Gisborne
Macedon,Glenlyon,Glenlyon Shire Hall,32 Barkly St       ,Glenlyon
Macedon,Hepburn Springs,Hepburn Primary School,156 Main Rd       ,Hepburn Springs
Macedon,Kyneton,Kyneton Toyota Sports-Aquatic Centre,4 Victoria St       ,Kyneton
Macedon,Kyneton East,Kyneton - Sacred Heart College,94 High St (access via Ross Street)   ,Kyneton
Macedon,Lancefield,Lancefield Primary School,80 High St       ,Lancefield
Macedon,Macedon,Macedon Primary School,67 Smith St (access via Margaret Street)   ,Macedon
Macedon,Malmsbury,Malmsbury Primary School,28 Cameron St       ,Malmsbury
Macedon,Mount Macedon,Mount Macedon Primary School,641 Mount Macedon Rd      ,Mount Macedon
Macedon,New Gisborne,New Gisborne Primary School,239 Station Rd       ,New Gisborne
Macedon,Newham,Newham Primary School,1271 Rochford Rd       ,Newham
Macedon,Riddell,Riddells Creek Primary School,69-77 Main Rd       ,Riddells Creek
Macedon,Romsey,Romsey Primary School,Station St        ,Romsey
Macedon,Taradale,Taradale Primary School,98 High St       ,Taradale
Macedon,Toolern,Toolern Vale Primary School,361 Creamery Rd       ,Toolern Vale
Macedon,Trentham,Trentham Primary School,8 Bridge St       ,Trentham
Macedon,Tylden,Tylden Primary School,11 Clowes St       ,Tylden
Macedon,Woodend,Buffalo Sports Stadium,43129 Forest St       ,Woodend
Macedon,Yandoit,Yandoit Primary School,74 High St       ,Yandoit
Malvern,Armadale,Armadale Primary School,Densham Rd        ,Armadale
Malvern,Armadale East,St Joseph's Primary School (Malvern),47 Stanhope St       ,Malvern
Malvern,Carnegie North,1st Malvern Scout Hall,Cooinda Place (access via Belgrave Road)    ,Malvern East
Malvern,Chadstone,Malvern Valley Primary School,Abbotsford Ave        ,Malvern East
Malvern,Darling,Sacre Coeur,172 Burke Rd       ,Glen Iris
Malvern,Gardiner,Gardiner Church of Christ Hall,1536 Malvern Rd       ,Glen Iris
Malvern,Kooyong,Vision Australia Kooyong,454 Glenferrie Rd       ,Kooyong
Malvern,Malvern,Malvern Central School,2a Spring Rd       ,Malvern
Malvern,Malvern Central,Malvern Korean Congression,23-27 Glendearg Grove       ,Malvern
Malvern,Malvern East,Lloyd Street Primary School,corner Lloyd St and Rothesay Ave    ,Malvern East
Malvern,Malvern Lower,Lauriston Girls School,38 Huntingtower Rd       ,Armadale
Malvern,Malvern South,Malvern Primary School,17 Tooronga Rd       ,Malvern East
Malvern,Toorak,Toorak Uniting Church Hall,603 Toorak Rd       ,Toorak
Malvern,Toorak Central,Toorak Primary School,Canterbury Rd        ,Toorak
Melbourne,Carlton,Carlton Primary School,corner Palmerston and Drummond Streets     ,Carlton
Melbourne,Carlton Central,Carlton North Primary School,Lee St        ,Carlton North
Melbourne,Carlton North,St Michael's  Anglican Church Hall,14 McIlwraith St       ,Carlton North
Melbourne,Docklands,Library at the Dock,Junction of Collins and Bourke St    ,Docklands
Melbourne,East Melbourne,Dallas Brooks Centre,corner Albert and Eades Streets     ,East Melbourne
Melbourne,Hotham Hill,North Melbourne Community Centre,Buncle St        ,North Melbourne
Melbourne,Kensington,Kensington Primary School,McCracken St        ,Kensington
Melbourne,Melbourne,Victoria University - Flinders Campus,Lvl 9/300 Flinders St      ,Melbourne
Melbourne,North Melbourne,North Melbourne Primary School,210 Errol St (access via Murphy Street)   ,North Melbourne
Melbourne,North Melbourne East,St Joseph's Flexible Learning Centre,385 Queensberry St       ,North Melbourne
Melbourne,Parkville,University High School - Performance Centre,Story St        ,Parkville
Melbourne,Queen Victoria,Drill  Hall,51-57 Victoria St       ,Melbourne
Melbourne,South Kensington,Kensington Community Recreation Centre,corner Kensington Rd and Altona St    ,Kensington
Melton,Bacchus Marsh,Bacchus Marsh Leisure Centre,43235 Labilliere St       ,Bacchus Marsh
Melton,Bacchus Marsh Central,St Bernards Catholic Primary School,19A Gisborne Rd       ,Bacchus Marsh
Melton,Brookfield,Melton Christian College,152-156 Brooklyn Rd       ,Brookfield
Melton,Bulmans,Catholic Regional College Melton,109-141 Bulmans Rd       ,Melton
Melton,Coburn,Coburn Primary School,Richard Rd        ,Melton South
Melton,Darley,Darley Primary School,21 Nelson St       ,Darley
Melton,Exford,Exford Primary School,Exford Rd        ,Exford
Melton,Eynesbury,Eynesbury Discovery Centre,479-481 Eynesbury Rd       ,Eynesbury
Melton,Kurunjang,Kurunjang Secondary College,Kurunjang Drive        ,Kurunjang
